Map_ID,Initiative_ID,Initiative_Name,Factor_ID,Card_ID,Factor_Bank,Requirement_Set_ID,Calculation_Role,Application_Mode,Selection_Group_ID,Mapping_Status,Mapping_Lifecycle_Status,Mapping_Rationale,Version,Last_Reviewed,Source_Row
MAP-0272,INIT-0068,Engage your shareholders around climate risks and opportunities,CEF-0068,CARD-0272,Efficiency Factors,CRS-0272,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0068,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Engage your shareholders around climate risks and opportunities.,1.0,2026-08-18,69
MAP-0273,INIT-0069,Regularly review sustainability performance at senior management and Board level.,CCF-0069,CARD-0273,Cost Factors,CRS-0273,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0069,ACTIVE,ACTIVE,Catalog cost value-card slot for Regularly review sustainability performance at senior management and Board level..,1.0,2026-08-18,70
MAP-0274,INIT-0069,Regularly review sustainability performance at senior management and Board level.,CPF-0069,CARD-0274,Carbon Factors,CRS-0274,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0069,ACTIVE,ACTIVE,Catalog carbon value-card slot for Regularly review sustainability performance at senior management and Board level..,1.0,2026-08-18,70
MAP-0275,INIT-0069,Regularly review sustainability performance at senior management and Board level.,CTF-0069,CARD-0275,Timing Factors,CRS-0275,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0069,ACTIVE,ACTIVE,Catalog timing value-card slot for Regularly review sustainability performance at senior management and Board level..,1.0,2026-08-18,70
MAP-0276,INIT-0069,Regularly review sustainability performance at senior management and Board level.,CEF-0069,CARD-0276,Efficiency Factors,CRS-0276,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0069,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Regularly review sustainability performance at senior management and Board level..,1.0,2026-08-18,70
MAP-0277,INIT-0070,Develop a sustainability strategy informed by a double materiality assessment.,CCF-0070,CARD-0277,Cost Factors,CRS-0277,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0070,ACTIVE,ACTIVE,Catalog cost value-card slot for Develop a sustainability strategy informed by a double materiality assessment..,1.0,2026-08-18,71
MAP-0278,INIT-0070,Develop a sustainability strategy informed by a double materiality assessment.,CPF-0070,CARD-0278,Carbon Factors,CRS-0278,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0070,ACTIVE,ACTIVE,Catalog carbon value-card slot for Develop a sustainability strategy informed by a double materiality assessment..,1.0,2026-08-18,71
MAP-0279,INIT-0070,Develop a sustainability strategy informed by a double materiality assessment.,CTF-0070,CARD-0279,Timing Factors,CRS-0279,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0070,ACTIVE,ACTIVE,Catalog timing value-card slot for Develop a sustainability strategy informed by a double materiality assessment..,1.0,2026-08-18,71
MAP-0280,INIT-0070,Develop a sustainability strategy informed by a double materiality assessment.,CEF-0070,CARD-0280,Efficiency Factors,CRS-0280,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0070,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Develop a sustainability strategy informed by a double materiality assessment..,1.0,2026-08-18,71
MAP-0281,INIT-0071,Calculate your baseline GHG footprint.,CCF-0071,CARD-0281,Cost Factors,CRS-0281,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0071,ACTIVE,ACTIVE,Catalog cost value-card slot for Calculate your baseline GHG footprint..,1.0,2026-08-18,72
MAP-0282,INIT-0071,Calculate your baseline GHG footprint.,CPF-0071,CARD-0282,Carbon Factors,CRS-0282,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0071,ACTIVE,ACTIVE,Catalog carbon value-card slot for Calculate your baseline GHG footprint..,1.0,2026-08-18,72
MAP-0283,INIT-0071,Calculate your baseline GHG footprint.,CTF-0071,CARD-0283,Timing Factors,CRS-0283,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0071,ACTIVE,ACTIVE,Catalog timing value-card slot for Calculate your baseline GHG footprint..,1.0,2026-08-18,72
MAP-0284,INIT-0071,Calculate your baseline GHG footprint.,CEF-0071,CARD-0284,Efficiency Factors,CRS-0284,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0071,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Calculate your baseline GHG footprint..,1.0,2026-08-18,72
MAP-0285,INIT-0072,Use the TCFD framework to review and disclose your climate-related risks and opportunities.,CCF-0072,CARD-0285,Cost Factors,CRS-0285,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0072,ACTIVE,ACTIVE,Catalog cost value-card slot for Use the TCFD framework to review and disclose your climate-related risks and opportunities..,1.0,2026-08-18,73
MAP-0286,INIT-0072,Use the TCFD framework to review and disclose your climate-related risks and opportunities.,CPF-0072,CARD-0286,Carbon Factors,CRS-0286,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0072,ACTIVE,ACTIVE,Catalog carbon value-card slot for Use the TCFD framework to review and disclose your climate-related risks and opportunities..,1.0,2026-08-18,73
MAP-0287,INIT-0072,Use the TCFD framework to review and disclose your climate-related risks and opportunities.,CTF-0072,CARD-0287,Timing Factors,CRS-0287,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0072,ACTIVE,ACTIVE,Catalog timing value-card slot for Use the TCFD framework to review and disclose your climate-related risks and opportunities..,1.0,2026-08-18,73
MAP-0288,INIT-0072,Use the TCFD framework to review and disclose your climate-related risks and opportunities.,CEF-0072,CARD-0288,Efficiency Factors,CRS-0288,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0072,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Use the TCFD framework to review and disclose your climate-related risks and opportunities..,1.0,2026-08-18,73
MAP-0289,INIT-0073,Develop a Net Zero Strategy.,CCF-0073,CARD-0289,Cost Factors,CRS-0289,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0073,ACTIVE,ACTIVE,Catalog cost value-card slot for Develop a Net Zero Strategy..,1.0,2026-08-18,74
MAP-0290,INIT-0073,Develop a Net Zero Strategy.,CPF-0073,CARD-0290,Carbon Factors,CRS-0290,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0073,ACTIVE,ACTIVE,Catalog carbon value-card slot for Develop a Net Zero Strategy..,1.0,2026-08-18,74
MAP-0291,INIT-0073,Develop a Net Zero Strategy.,CTF-0073,CARD-0291,Timing Factors,CRS-0291,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0073,ACTIVE,ACTIVE,Catalog timing value-card slot for Develop a Net Zero Strategy..,1.0,2026-08-18,74
MAP-0292,INIT-0073,Develop a Net Zero Strategy.,CEF-0073,CARD-0292,Efficiency Factors,CRS-0292,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0073,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Develop a Net Zero Strategy..,1.0,2026-08-18,74
MAP-0293,INIT-0074,Set a Net Zero target.,CCF-0074,CARD-0293,Cost Factors,CRS-0293,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0074,ACTIVE,ACTIVE,Catalog cost value-card slot for Set a Net Zero target..,1.0,2026-08-18,75
MAP-0294,INIT-0074,Set a Net Zero target.,CPF-0074,CARD-0294,Carbon Factors,CRS-0294,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0074,ACTIVE,ACTIVE,Catalog carbon value-card slot for Set a Net Zero target..,1.0,2026-08-18,75
MAP-0295,INIT-0074,Set a Net Zero target.,CTF-0074,CARD-0295,Timing Factors,CRS-0295,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0074,ACTIVE,ACTIVE,Catalog timing value-card slot for Set a Net Zero target..,1.0,2026-08-18,75
MAP-0296,INIT-0074,Set a Net Zero target.,CEF-0074,CARD-0296,Efficiency Factors,CRS-0296,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0074,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Set a Net Zero target..,1.0,2026-08-18,75
MAP-0297,INIT-0075,Validate targets through SBTi.,CCF-0075,CARD-0297,Cost Factors,CRS-0297,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0075,ACTIVE,ACTIVE,Catalog cost value-card slot for Validate targets through SBTi..,1.0,2026-08-18,76
MAP-0298,INIT-0075,Validate targets through SBTi.,CPF-0075,CARD-0298,Carbon Factors,CRS-0298,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0075,ACTIVE,ACTIVE,Catalog carbon value-card slot for Validate targets through SBTi..,1.0,2026-08-18,76
MAP-0299,INIT-0075,Validate targets through SBTi.,CTF-0075,CARD-0299,Timing Factors,CRS-0299,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0075,ACTIVE,ACTIVE,Catalog timing value-card slot for Validate targets through SBTi..,1.0,2026-08-18,76
MAP-0300,INIT-0075,Validate targets through SBTi.,CEF-0075,CARD-0300,Efficiency Factors,CRS-0300,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0075,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Validate targets through SBTi..,1.0,2026-08-18,76
MAP-0301,INIT-0076,Integrate sustainability objectives and KPIs into business planning.,CCF-0076,CARD-0301,Cost Factors,CRS-0301,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0076,ACTIVE,ACTIVE,Catalog cost value-card slot for Integrate sustainability objectives and KPIs into business planning..,1.0,2026-08-18,77
MAP-0302,INIT-0076,Integrate sustainability objectives and KPIs into business planning.,CPF-0076,CARD-0302,Carbon Factors,CRS-0302,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0076,ACTIVE,ACTIVE,Catalog carbon value-card slot for Integrate sustainability objectives and KPIs into business planning..,1.0,2026-08-18,77
MAP-0303,INIT-0076,Integrate sustainability objectives and KPIs into business planning.,CTF-0076,CARD-0303,Timing Factors,CRS-0303,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0076,ACTIVE,ACTIVE,Catalog timing value-card slot for Integrate sustainability objectives and KPIs into business planning..,1.0,2026-08-18,77
MAP-0304,INIT-0076,Integrate sustainability objectives and KPIs into business planning.,CEF-0076,CARD-0304,Efficiency Factors,CRS-0304,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0076,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Integrate sustainability objectives and KPIs into business planning..,1.0,2026-08-18,77
MAP-0305,INIT-0077,Develop a long-term decarbonisation funding plan.,CCF-0077,CARD-0305,Cost Factors,CRS-0305,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0077,ACTIVE,ACTIVE,Catalog cost value-card slot for Develop a long-term decarbonisation funding plan..,1.0,2026-08-18,78
MAP-0306,INIT-0077,Develop a long-term decarbonisation funding plan.,CPF-0077,CARD-0306,Carbon Factors,CRS-0306,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0077,ACTIVE,ACTIVE,Catalog carbon value-card slot for Develop a long-term decarbonisation funding plan..,1.0,2026-08-18,78
MAP-0307,INIT-0077,Develop a long-term decarbonisation funding plan.,CTF-0077,CARD-0307,Timing Factors,CRS-0307,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0077,ACTIVE,ACTIVE,Catalog timing value-card slot for Develop a long-term decarbonisation funding plan..,1.0,2026-08-18,78
MAP-0308,INIT-0077,Develop a long-term decarbonisation funding plan.,CEF-0077,CARD-0308,Efficiency Factors,CRS-0308,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0077,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Develop a long-term decarbonisation funding plan..,1.0,2026-08-18,78
MAP-0309,INIT-0078,"Explore external grants, funding and incentives.",CCF-0078,CARD-0309,Cost Factors,CRS-0309,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0078,ACTIVE,ACTIVE,"Catalog cost value-card slot for Explore external grants, funding and incentives..",1.0,2026-08-18,79
MAP-0310,INIT-0078,"Explore external grants, funding and incentives.",CPF-0078,CARD-0310,Carbon Factors,CRS-0310,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0078,ACTIVE,ACTIVE,"Catalog carbon value-card slot for Explore external grants, funding and incentives..",1.0,2026-08-18,79
MAP-0311,INIT-0078,"Explore external grants, funding and incentives.",CTF-0078,CARD-0311,Timing Factors,CRS-0311,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0078,ACTIVE,ACTIVE,"Catalog timing value-card slot for Explore external grants, funding and incentives..",1.0,2026-08-18,79
MAP-0312,INIT-0078,"Explore external grants, funding and incentives.",CEF-0078,CARD-0312,Efficiency Factors,CRS-0312,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0078,ACTIVE,ACTIVE,"Catalog efficiency value-card slot for Explore external grants, funding and incentives..",1.0,2026-08-18,79
MAP-0313,INIT-0079,Develop a carbon removals strategy and quality criteria.,CCF-0079,CARD-0313,Cost Factors,CRS-0313,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0079,ACTIVE,ACTIVE,Catalog cost value-card slot for Develop a carbon removals strategy and quality criteria..,1.0,2026-08-18,80
MAP-0314,INIT-0079,Develop a carbon removals strategy and quality criteria.,CPF-0079,CARD-0314,Carbon Factors,CRS-0314,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0079,ACTIVE,ACTIVE,Catalog carbon value-card slot for Develop a carbon removals strategy and quality criteria..,1.0,2026-08-18,80
MAP-0315,INIT-0079,Develop a carbon removals strategy and quality criteria.,CTF-0079,CARD-0315,Timing Factors,CRS-0315,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0079,ACTIVE,ACTIVE,Catalog timing value-card slot for Develop a carbon removals strategy and quality criteria..,1.0,2026-08-18,80
MAP-0316,INIT-0079,Develop a carbon removals strategy and quality criteria.,CEF-0079,CARD-0316,Efficiency Factors,CRS-0316,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0079,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Develop a carbon removals strategy and quality criteria..,1.0,2026-08-18,80
MAP-0317,INIT-0080,Involve your guests in sustainability initiatives- offer discounts for opting out of daily cleaning of the room-- ask them to give feedback on your activities,CCF-0080,CARD-0317,Cost Factors,CRS-0317,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0080,ACTIVE,ACTIVE,Catalog cost value-card slot for Involve your guests in sustainability initiatives- offer discounts for opting out of daily cleaning of the room-- ask them to give feedback on your activities.,1.0,2026-08-18,81
MAP-0318,INIT-0080,Involve your guests in sustainability initiatives- offer discounts for opting out of daily cleaning of the room-- ask them to give feedback on your activities,CPF-0080,CARD-0318,Carbon Factors,CRS-0318,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0080,ACTIVE,ACTIVE,Catalog carbon value-card slot for Involve your guests in sustainability initiatives- offer discounts for opting out of daily cleaning of the room-- ask them to give feedback on your activities.,1.0,2026-08-18,81
MAP-0319,INIT-0080,Involve your guests in sustainability initiatives- offer discounts for opting out of daily cleaning of the room-- ask them to give feedback on your activities,CTF-0080,CARD-0319,Timing Factors,CRS-0319,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0080,ACTIVE,ACTIVE,Catalog timing value-card slot for Involve your guests in sustainability initiatives- offer discounts for opting out of daily cleaning of the room-- ask them to give feedback on your activities.,1.0,2026-08-18,81
MAP-0320,INIT-0080,Involve your guests in sustainability initiatives- offer discounts for opting out of daily cleaning of the room-- ask them to give feedback on your activities,CEF-0080,CARD-0320,Efficiency Factors,CRS-0320,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0080,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Involve your guests in sustainability initiatives- offer discounts for opting out of daily cleaning of the room-- ask them to give feedback on your activities.,1.0,2026-08-18,81
MAP-0321,INIT-0081,"Provide sustainability training for your leadership team, operations and functional central support teams.",CCF-0081,CARD-0321,Cost Factors,CRS-0321,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0081,ACTIVE,ACTIVE,"Catalog cost value-card slot for Provide sustainability training for your leadership team, operations and functional central support teams..",1.0,2026-08-18,82
MAP-0322,INIT-0081,"Provide sustainability training for your leadership team, operations and functional central support teams.",CPF-0081,CARD-0322,Carbon Factors,CRS-0322,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0081,ACTIVE,ACTIVE,"Catalog carbon value-card slot for Provide sustainability training for your leadership team, operations and functional central support teams..",1.0,2026-08-18,82
MAP-0323,INIT-0081,"Provide sustainability training for your leadership team, operations and functional central support teams.",CTF-0081,CARD-0323,Timing Factors,CRS-0323,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0081,ACTIVE,ACTIVE,"Catalog timing value-card slot for Provide sustainability training for your leadership team, operations and functional central support teams..",1.0,2026-08-18,82
MAP-0324,INIT-0081,"Provide sustainability training for your leadership team, operations and functional central support teams.",CEF-0081,CARD-0324,Efficiency Factors,CRS-0324,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0081,ACTIVE,ACTIVE,"Catalog efficiency value-card slot for Provide sustainability training for your leadership team, operations and functional central support teams..",1.0,2026-08-18,82
MAP-0325,INIT-0082,Offer a sustainable pension to employees (Ideally make it the default choice),CCF-0082,CARD-0325,Cost Factors,CRS-0325,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0082,ACTIVE,ACTIVE,Catalog cost value-card slot for Offer a sustainable pension to employees (Ideally make it the default choice).,1.0,2026-08-18,83
MAP-0326,INIT-0082,Offer a sustainable pension to employees (Ideally make it the default choice),CPF-0082,CARD-0326,Carbon Factors,CRS-0326,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0082,ACTIVE,ACTIVE,Catalog carbon value-card slot for Offer a sustainable pension to employees (Ideally make it the default choice).,1.0,2026-08-18,83
MAP-0327,INIT-0082,Offer a sustainable pension to employees (Ideally make it the default choice),CTF-0082,CARD-0327,Timing Factors,CRS-0327,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0082,ACTIVE,ACTIVE,Catalog timing value-card slot for Offer a sustainable pension to employees (Ideally make it the default choice).,1.0,2026-08-18,83
MAP-0328,INIT-0082,Offer a sustainable pension to employees (Ideally make it the default choice),CEF-0082,CARD-0328,Efficiency Factors,CRS-0328,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0082,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Offer a sustainable pension to employees (Ideally make it the default choice).,1.0,2026-08-18,83
MAP-0329,INIT-0083,Understand employee sustainability expectations and strengthen engagement,CCF-0083,CARD-0329,Cost Factors,CRS-0329,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0083,ACTIVE,ACTIVE,Catalog cost value-card slot for Understand employee sustainability expectations and strengthen engagement.,1.0,2026-08-18,84
MAP-0330,INIT-0083,Understand employee sustainability expectations and strengthen engagement,CPF-0083,CARD-0330,Carbon Factors,CRS-0330,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0083,ACTIVE,ACTIVE,Catalog carbon value-card slot for Understand employee sustainability expectations and strengthen engagement.,1.0,2026-08-18,84
MAP-0331,INIT-0083,Understand employee sustainability expectations and strengthen engagement,CTF-0083,CARD-0331,Timing Factors,CRS-0331,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0083,ACTIVE,ACTIVE,Catalog timing value-card slot for Understand employee sustainability expectations and strengthen engagement.,1.0,2026-08-18,84
MAP-0332,INIT-0083,Understand employee sustainability expectations and strengthen engagement,CEF-0083,CARD-0332,Efficiency Factors,CRS-0332,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0083,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Understand employee sustainability expectations and strengthen engagement.,1.0,2026-08-18,84
MAP-0333,INIT-0084,Embed sustainability into employee roles and responsibilities,CCF-0084,CARD-0333,Cost Factors,CRS-0333,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0084,ACTIVE,ACTIVE,Catalog cost value-card slot for Embed sustainability into employee roles and responsibilities.,1.0,2026-08-18,85
MAP-0334,INIT-0084,Embed sustainability into employee roles and responsibilities,CPF-0084,CARD-0334,Carbon Factors,CRS-0334,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0084,ACTIVE,ACTIVE,Catalog carbon value-card slot for Embed sustainability into employee roles and responsibilities.,1.0,2026-08-18,85
MAP-0335,INIT-0084,Embed sustainability into employee roles and responsibilities,CTF-0084,CARD-0335,Timing Factors,CRS-0335,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0084,ACTIVE,ACTIVE,Catalog timing value-card slot for Embed sustainability into employee roles and responsibilities.,1.0,2026-08-18,85
MAP-0336,INIT-0084,Embed sustainability into employee roles and responsibilities,CEF-0084,CARD-0336,Efficiency Factors,CRS-0336,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0084,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Embed sustainability into employee roles and responsibilities.,1.0,2026-08-18,85
MAP-0337,INIT-0085,Recognizing and rewarding employees for their contributions to sustainability efforts can boost morale and motivation,CCF-0085,CARD-0337,Cost Factors,CRS-0337,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0085,ACTIVE,ACTIVE,Catalog cost value-card slot for Recognizing and rewarding employees for their contributions to sustainability efforts can boost morale and motivation.,1.0,2026-08-18,86
